mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,pu_zone_topN
3.2067302330999214,5.73192418910293,0.8484565693880781,7.449201000630248,21.155123073339755,20.543878980153337,12446603,other
4.686514356980151,7.680818469066702,0.832747216344909,11.11549891179277,26.33944537682524,25.81875355968868,3827716,top_20
