mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,hvfhs_license_num
3.43816232667635,6.338720938879757,0.8435749542057847,8.390040953145833,22.202476683839066,20.78629051530342,11855082,HV0003
3.9328775679674233,6.97127159041276,0.8016720342399364,9.13817798498823,22.840542381720482,21.552447920057002,4394949,HV0005
5.070791510681095,7.114302410267926,0.6868809847188897,10.76447141714078,21.99169219367589,19.60570929325062,24288,HV0004
