mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,pu_zone_topN
3.237334098444928,5.995131518370707,0.8342194146357595,7.663908922413946,21.155123073339755,19.904331706578084,12446603,other
4.669583566028467,7.980758366631892,0.8194295516280978,11.18000534729329,26.33944537682524,24.526364208780446,3827716,top_20
