mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,hour
3.4571829755522705,5.895188560140961,0.8320349688451669,8.22192587656576,21.082936519850666,20.3897921341313,999210,19
3.9498031186202702,6.721384635862543,0.8080962505279741,9.436273763151805,22.52495254095947,21.363349372289484,978528,18
3.1148167400834255,5.536889071064527,0.8532491534969788,7.48702741464756,20.408283242558774,20.073800420938884,925553,20
3.71008723172607,6.5145256634083815,0.8418052508576245,8.795338667108364,22.808341101960036,21.735473020523887,902991,17
4.144948258522401,7.392498476843998,0.7907407812529017,10.407409066493647,22.45872988093402,21.366913801230645,894798,22
3.4376801928406526,6.301727922529849,0.8295848509342376,8.59286029145991,21.020900046644982,20.457347658903032,893987,21
3.664307756337599,6.487690052862667,0.8651812422468537,8.619199267621603,23.469350029866035,22.482433205780985,820330,16
4.490585734918764,7.693342020961788,0.7711613822508512,11.148463908387265,23.095679423203936,21.864192336059713,817620,23
3.7381664307029854,6.559938539720729,0.8645806826902165,8.77610207433888,23.713850074913683,22.827115657523436,798252,15
3.599630735130163,6.314647811858719,0.8593249794108619,8.341732138948709,22.797089228124086,22.16576921931524,781693,14
3.8664320258702785,6.878788269214471,0.8150477286930881,9.153428288444948,22.55217729544518,21.460073181132163,741305,8
3.49935286443418,6.216169423342651,0.853145963039794,8.045106917036184,22.377033247200206,21.696178232480708,725234,13
2.9383891663282258,5.419090150495085,0.8619361979525211,6.685713720680855,20.66980982499259,19.986149425720022,698199,9
3.3629294103768044,6.0762908672170886,0.85297482343458,7.7212209380020695,22.059233023475652,21.257632020597836,698170,12
2.988036985822234,5.509399929004131,0.8632678618065829,6.777128747089884,20.921821043125263,20.306383736464966,671022,10
3.0994975822834165,5.705677683945554,0.8597072017816798,6.989023106559581,21.412066328934447,20.654020264609347,668577,11
4.063734508631034,7.072359014374204,0.7762301655167163,10.160206411888094,22.23169961246319,21.073748381981034,645100,0
4.483976170800703,7.55647007682042,0.7976910057525106,10.533721288163472,24.157057833697458,23.233229180507927,611512,7
4.140085534444736,7.3389813654622,0.7526555088315696,10.550762540570247,21.98505619536271,20.441912352171506,475751,1
4.6110185335182825,7.692661980321313,0.8102867351175134,10.878130438507501,25.7184908104627,24.828084650904763,403720,6
4.5833465386814405,8.094042953443289,0.7312395705708723,11.702861946222402,22.981104813234356,20.997444115247482,355499,2
4.65014074338348,8.217033156596555,0.738217295013913,11.632328103275196,23.416180179849512,21.66742330399615,272450,3
4.007544376551194,6.999372425930066,0.8209063626700325,9.319248618798312,24.505884460522665,23.902111596971363,259288,5
4.630289699851105,8.11147199762863,0.7568669018252785,11.12803998372615,24.491778924128564,22.964367332470374,235530,4
