mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,PULocationID
4.651199208334438,7.346961151577631,0.7655554363938504,10.642022693260067,23.41195644258848,22.72968687863302,269162,79
8.553547196484015,11.443625153833745,0.6903602017721433,17.748707318855807,41.13156395965151,43.89321987323323,241496,138
2.9184184865919547,5.107099284142943,0.8575211835022578,6.612381669584132,20.548952011211444,20.059119484335984,220489,61
7.954741499500781,11.788747321107941,0.7755064481233938,16.782620089346295,51.22277900583535,51.638950812618546,213526,132
5.3065239365631,8.491751950368046,0.7637863808419161,12.08400359626874,25.88399147181664,24.056407648119354,205671,231
4.967031763258306,8.199147720674102,0.7797754999455775,12.017930925753316,25.39021414269047,22.44191728309265,196271,68
5.557864066467264,8.571901394134413,0.8204045573824391,12.390933997871642,27.91834135208488,27.753676065593645,194544,230
5.009247216875967,7.777470086268539,0.753698368977647,11.522820765506154,25.208395649218218,25.114286759320976,192701,148
4.629081178809834,7.431278781942516,0.8029139140015069,10.416073082928083,23.543482344728424,22.77392834636591,191954,234
3.229324522513312,5.828340022718238,0.8276041721404244,7.378002209138604,21.533935596639363,20.52366419598037,189369,37
4.8688466239072605,7.752707506027021,0.7693783026305021,11.357918227661132,23.954348421838343,22.45244671563731,187560,249
4.389823838380578,7.4542577376540535,0.8130264942106888,10.493919431917726,24.827638965022725,22.636794888511414,180603,48
4.886789501340905,7.805588655219862,0.7845825636136847,11.256710907046342,24.456940913449746,23.28892834716674,179364,246
5.438025249682317,8.420093832526891,0.8149473586373195,12.011274820402296,26.329551500624557,25.358527098557172,177726,161
4.809855592322324,7.717468588001742,0.8178493506185676,10.597272197182672,25.120319958293702,24.54539555023866,174554,164
4.307371080682297,7.096353355765644,0.7702005812842931,10.092629087600065,24.72913615510103,24.161041015839125,169799,255
2.162120390747303,3.9329003901881476,0.8946454353113485,4.861212395264043,17.737079404184577,18.001425252629275,167233,76
4.208530599998435,7.004684248101742,0.8246971507210574,9.831091152731291,22.918946035040594,21.444099310963907,163810,170
2.4142610873703,4.4359822458203295,0.877040876550041,5.511802758384634,19.462824355856245,19.19022006846316,161998,7
3.480624270789552,6.112881407212486,0.8282366384890156,7.850487685247964,22.841142601710633,22.051454269404257,149886,181
3.9084443567641487,6.645715370707252,0.7798722193351753,9.068368756747843,23.198920162715204,22.19641860037333,146022,256
4.746508255073262,8.237018742515245,0.7864374152085442,11.523455703687064,23.69408685945801,21.443323418672406,145131,237
4.107801975356561,7.1889473024861745,0.7748721269954875,10.015419587065477,22.90912417600011,22.066332973252745,143659,80
3.284127460803639,5.665251163318365,0.8049630359914162,7.3635097100808125,21.69512143773353,21.07618366387684,143448,112
2.8466878094369465,4.925576715415596,0.8639191837109881,6.478015470139949,19.929161442990964,19.890609084201973,143258,42
4.293100153536231,7.250565018211558,0.7932877402029477,10.466700314632906,22.58552438058604,20.48508691189879,141424,107
4.670044870912569,7.58416924122853,0.8342731048873054,10.688094672398332,25.203361609429212,23.84261534270921,138633,162
5.204908986634709,8.757756789244702,0.8028507524999753,12.424290343080498,26.052287911577174,23.887707386074513,137702,163
3.1433193432565787,5.5521397405949555,0.830622093126997,7.320403637336142,20.47214742004016,19.49703105427515,137444,17
3.0755068422045224,5.444449566799808,0.8408816819592608,6.950801266479626,21.15270952017384,20.473453149536017,136216,225
3.3978931220113697,6.311959783854077,0.8067861941580605,8.05132671964184,21.726274818713883,20.083586237234854,135835,36
5.126074425360057,8.421705347395374,0.7207038353039663,12.441176199154025,24.29377316508624,21.311504271440413,133930,144
2.5047564326732967,4.431835028656032,0.8948703532077398,5.556057689466984,19.94672117200793,20.252367342984197,128122,89
3.31534933135107,5.3700451766735595,0.8360803627687516,7.277115618143634,21.72483283722387,22.25933317078251,127660,145
4.89819639003645,8.022599425521657,0.8121933267152399,11.791830455894571,25.812776522280046,23.593636184688435,126997,186
4.5204883836264775,7.677795025681087,0.7833315305231969,11.04685602564551,23.19293797503249,20.601682574539847,126965,90
4.580744029989445,7.917977909371201,0.7805586231485956,10.957568266852688,24.236436293802452,22.398350634729127,126534,236
4.9600908041903295,8.20457530460059,0.7348884760664302,12.08905528505259,23.965063429129756,20.902249392629095,123839,114
2.72605386958217,4.7758266354415095,0.8752864757821218,6.093084897511822,20.267636351737167,20.1801470739081,122239,188
2.387033301548593,4.1929367427559034,0.8812950006942551,5.318641410834129,18.379872328477525,18.80726028479927,121092,129
5.278642281964948,8.612534218905438,0.7470965585935314,12.616546977036334,25.24144582820658,22.334802571414826,120284,158
3.185712430239115,5.295224084624285,0.8509511081042361,7.207390595478627,21.47058217080925,22.18004723262333,119209,244
4.5500490289744215,7.749022279229702,0.803089607519669,10.835951983671297,24.102974833041618,22.51400581808358,117694,142
5.054834629534644,8.171155387500654,0.7802322950531775,11.976786768525606,27.346443745150445,25.031068105530732,115990,87
4.749832019534712,8.011587274836149,0.7531465628954574,11.943778461587417,23.280942577516022,20.372069849103124,115460,113
3.8105778660935936,6.481065929137093,0.8345131809861359,8.673664564156965,22.90491928691137,21.849155774395893,115161,141
2.3443061206324938,4.2728912405008925,0.8935629985098452,5.376229766222998,18.144837343214515,18.504482044266112,114966,39
5.704011674558297,9.316057147065973,0.6873575188254955,13.960553528534566,24.861207835465787,21.088426146324892,113484,211
4.158302068094569,7.091817228019881,0.82301414714631,9.923357754570915,23.66531886024423,21.802755000651448,112024,50
2.880785745705198,4.8923436009086,0.8461048695438815,6.460900242312056,19.690059475752197,19.677001836634485,111474,74
3.8522664594134244,6.499625977862135,0.8344054715151192,8.803216276423694,22.2785441256091,21.273513850649454,110820,229
4.215572915137444,7.177473306451744,0.8137536999405824,9.893111084634379,23.873487838122156,22.71032399680993,109317,239
2.2790275555175987,3.9483245264557145,0.8779907963411689,5.098382112336795,18.03381300326692,18.378665882130182,108665,82
3.078033355330122,5.626478110529247,0.8449270672092744,6.983956450053322,20.726984721876974,19.77846928200978,104594,41
2.3198833268091614,4.090191323167977,0.8890330626468267,5.21346628678995,18.497994864545166,19.169178010521787,103983,130
3.7134364632665147,6.3879963471486585,0.7934095801317872,8.60346218197132,22.545070031006095,21.458114337299453,102883,97
3.9350024609812775,6.526237833424572,0.8319618278358073,8.966794239938736,22.307375029198784,21.464726688098743,102744,233
3.8158617617213824,6.2803587729711445,0.8135373654404991,8.93039822795808,21.712527152031736,20.496759144117632,101834,137
3.377549210951456,5.923387494469624,0.8094065283439309,7.882629718052627,21.591057938556407,20.131959504782557,99571,49
3.294946351181795,5.6450491786064,0.8506323558471969,7.534277526139959,22.305528396256857,21.640161300679505,99168,75
2.7296393967867356,4.905998383599819,0.8646667252431318,6.015822753516207,20.550262521868397,21.00268926628438,98887,95
2.7668101202473148,5.158855145754925,0.8454670794420571,6.257572182725467,20.38768807073489,19.85097782947761,96586,198
2.3514449878440087,4.219182763875398,0.8824759135418369,5.312327136523424,17.781104074461798,17.86581889724221,96479,35
2.4312605828866336,4.30127059417681,0.8651852097796767,5.337267708851992,19.458545424164253,19.11861798126033,95753,226
3.781646347255241,6.287735660112147,0.8464142484899867,8.564921062057167,24.014420682951304,23.306268211756027,95673,140
5.084546067996286,8.286927346250954,0.8159672157231348,12.042324560429382,27.498252387276292,25.06385163981423,94878,100
3.881123537597408,6.599131640076424,0.8197931196415875,9.016451288699027,23.93383406696889,22.841345627320365,91326,263
3.9619520510583985,6.789524128472575,0.8221903688739034,9.184064665674844,23.434296523765866,22.631046028125247,90529,238
4.16897568628964,7.10775006449921,0.7867745059082298,9.930747960183826,24.574958433896487,22.647560384982857,89496,25
4.082328719423836,6.816571331456185,0.8091777598239616,9.558230979026499,22.37223643744618,21.35433754361309,89419,143
2.1398879589019892,3.9391255281153263,0.8990626234935535,4.774524297329039,17.56121476038194,17.91784837033577,88182,216
2.580682646361292,4.417136903452149,0.8567848258438313,5.765550398359268,19.092810823232032,19.44373844736048,87035,168
2.896207690413275,4.95826606903385,0.8646307457381167,6.630530327123847,21.104498200007125,21.489460936846598,84167,243
2.447200993008877,4.701476724459143,0.9025402909612066,5.725994545243017,20.4673982215232,20.492480141053587,82655,14
2.3410962519238696,4.161809776072968,0.8856384499463096,5.207568720998143,17.64559037750712,17.50683015148119,82515,72
5.564408330055592,8.971624749366852,0.7277761561234658,13.584474666925527,27.19162362795014,23.527770630610092,81903,13
4.389908525636847,6.817985549362377,0.7570658611847971,9.796192613153345,23.16217394514379,23.018752693623433,81267,232
4.511956372325473,7.496375318771237,0.7630295282136987,10.638099116003248,25.764243532235167,23.897779373304054,79587,33
2.4363172470228687,4.502966555399075,0.8812205498941735,5.513427308589534,19.863199218503816,19.52986194927513,79335,223
2.334377369417637,4.199324977397747,0.900923553190951,5.314986143287571,18.550880909619814,18.755103382590562,79066,91
2.4587922310281134,4.116888877000988,0.8643938141406273,5.545224590385782,17.72750692378045,18.548716099914653,77631,213
2.418139940445183,4.1193422874023895,0.8758887386232079,5.465733038231755,18.09990410832598,18.09706841442342,75919,69
2.7814245189367037,5.310936258743633,0.8730679773357214,6.1830082787531735,21.26189006521108,20.744315608009238,75754,228
1.9729929504163395,3.705461586955374,0.9198456098659218,4.301378354947402,16.687022019902606,16.411762053255494,75568,26
2.1661854032722556,3.773940118945856,0.8849176936639991,4.8436030784562325,17.0229885945193,17.052096838350995,72509,169
2.9430863836688803,5.092453829819685,0.858663222292414,6.698917172895842,20.902397498746588,20.88352136698412,71804,116
3.009105606955674,5.73329337466895,0.8647740253759872,6.531945366060818,21.301064895104897,21.478035651819187,71500,92
2.509344858268805,4.535896055617333,0.8714753722813962,5.609453630376498,19.050406105587452,18.499684525561236,71410,177
3.224756545893437,5.700540303852327,0.8517466727524947,7.3386184696869385,22.197815016230347,21.508570840312988,71163,166
2.2276612509096734,3.898497520789141,0.8866213539494857,5.033917489021186,17.579498243148276,17.497330733204784,71150,18
4.5130476025581725,7.454067299949883,0.7612646754488764,10.8131898609965,24.992280071047958,22.84378792080659,70375,65
