mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,trip_len_bucket
3.2385102699690687,5.378074169377307,0.5439856011057942,7.38811584212716,20.15223844499215,19.417799085945468,6773059,medium
2.167853467882016,3.7411056004928875,0.4183656020556057,5.230916773049607,11.345692063242781,10.774895434493112,5463453,short
5.961889081045205,9.473488383779209,0.7524269293497106,13.69844407679942,41.02483835903997,40.651355599950186,4037807,long
