mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,pu_zone_topN
21.289784288882963,22.034218773877107,-1.2393993783098725,26.010562110900892,21.155123073339755,-0.11169847100973129,12446603,other
21.312832314561895,22.63579683269159,-0.45261300241620805,28.913969383239746,26.33944537682524,5.0652360916137695,3827716,top_20
