mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,hour
3.7592488857515347,5.905107514863061,0.8314692739167089,8.26809875894916,21.082936519850666,21.47338049208858,999210,19
4.1057889844095286,6.611318356147626,0.814329843688423,9.21449979956547,22.52495254095947,22.302151631919244,978528,18
3.6349543690651043,5.797793588481197,0.8390931737072349,8.11961286555851,20.408283242558774,21.061622182540162,925553,20
3.9019672316031007,6.492576775761129,0.8428694417593017,8.79227350572134,22.808341101960036,22.522986063071208,902991,17
4.59297491564905,7.533160581742728,0.7827015829576854,10.631901473843564,22.45872988093402,22.251200201463927,894798,22
3.9536482384532476,6.514480649517808,0.8178838341141204,9.121918615035094,21.020900046644982,21.400612002903703,893987,21
3.87049453384321,6.537003844445491,0.8631239023174856,8.808446256781117,23.469350029866035,23.071114627124874,820330,16
4.744553484991341,7.683218009212663,0.771763263847005,11.04919148435944,23.095679423203936,22.419886238754582,817620,23
3.93397167049593,6.62203994034355,0.862004580584032,9.040785602002032,23.713850074913683,23.361069732775945,798252,15
3.7867044068195113,6.366902576720938,0.856987127650584,8.559770857142448,22.797089228124086,22.611460359187994,781693,14
4.097413864224604,7.024364888163924,0.8071365586262444,9.236996017261612,22.55217729544518,21.61627966429339,741305,8
3.6909806132650536,6.268721705962347,0.8506524218411016,8.260460150531706,22.377033247200206,21.964086627718622,725234,13
3.19457440886803,5.517042865162024,0.8568999472884034,6.932413773926176,20.66980982499259,20.0764711208432,698199,9
3.5840451188278037,6.141871804582099,0.8497840341681527,7.942852589090019,22.059233023475652,21.495083950961615,698170,12
3.2899487511474885,5.65787572097054,0.8557988199393954,7.185033810827239,20.921821043125263,20.28145467542015,671022,10
3.3846543176228026,5.8344363453100865,0.8533038485230686,7.363663784017332,21.412066328934447,20.72912039477585,668577,11
4.311039314883845,7.037799465298217,0.7784117543511675,9.963842348528281,22.23169961246319,21.525140487677177,645100,0
4.682140338763968,7.741706845142223,0.7876507648786497,10.747353184226919,24.157057833697458,23.122806228103297,611512,7
4.297522481223133,7.101802252406517,0.7683843915256209,9.942191964116873,21.98505619536271,20.8787718105056,475751,1
4.808216048994543,7.879327580399817,0.8009680895588001,11.257647219581724,25.7184908104627,24.71267746301544,403720,6
4.766464633717719,8.007572822728713,0.7369513297905167,11.332378304968094,22.981104813234356,21.01326139235185,355499,2
4.9154998981679405,8.358051082381806,0.7291549427681695,11.687804571192716,23.416180179849512,21.45779031688921,272450,3
4.232157427435799,7.16365218882146,0.8124008199607933,9.590689368004709,24.505884460522665,23.8154862056564,259288,5
4.905404563523991,8.3518285921349,0.7422445345693143,11.550070240436801,24.491778924128564,22.77264740043833,235530,4
