mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,hour
20.8723276092737,21.589679275758968,-1.2527648169748713,25.811059171676636,21.082936519850666,0.2339930683374405,999210,19
21.374435606145955,22.25348228124769,-1.1035939961956869,27.25594263029099,22.52495254095947,1.1774661540985107,978528,18
20.55931775464222,21.224097770464166,-1.1562913703358904,24.62123362731934,20.408283242558774,-0.12863613665103912,925553,20
21.435964956700754,22.27447880362021,-0.8494456249788407,26.614431343078614,22.808341101960036,1.3986425399780273,902991,17
21.131929652087752,22.24618918964395,-0.8950181101277439,27.59893799209595,22.45872988093402,1.357919692993164,894798,22
20.701914362827274,21.557054654346416,-0.9941955706025369,25.25837672805786,21.020900046644982,0.34657394886016846,893987,21
21.530718640189164,22.3644694817111,-0.6020915703922021,26.502097644805907,23.469350029866035,1.9678640365600586,820330,16
21.31148230239497,22.500439175697405,-0.9574073981935296,28.55318738555908,23.095679423203936,1.8160219192504883,817620,23
21.436424174765918,22.299221456959415,-0.5648059192971544,26.41572538375855,23.713850074913683,2.307264566421509,798252,15
21.195403244667805,22.002820752841522,-0.7079511371732339,25.896788146972657,22.797089228124086,1.6314233541488647,781693,14
21.593018326573517,22.506714520313203,-0.9799762901457707,27.331558990478513,22.55217729544518,0.9826968908309937,741305,8
21.202018427674123,21.98013059235932,-0.8361186457864269,25.783878244400025,22.377033247200206,1.203168511390686,725234,13
21.313421426373086,21.911721078303493,-1.2572520660995101,25.302953384399416,20.66980982499259,-0.6260004639625549,698199,9
21.31530375497802,22.055835400397484,-0.937142741760703,25.720154291152955,22.059233023475652,0.7684682607650757,698170,12
21.2719680581697,21.89189318390031,-1.158880720660827,25.17315729522705,20.921821043125263,-0.3279912769794464,671022,10
21.347583837436837,22.00536602861706,-1.0867869020286802,25.33238260650635,21.412066328934447,0.08696980774402618,668577,11
21.37522968213858,22.357925599707087,-1.2363303435405468,27.745364181518553,22.23169961246319,0.8870826959609985,645100,0
21.52640683475868,22.644088515281855,-0.8167155979324625,28.546109992027283,24.157057833697458,2.6611580848693848,611512,7
21.72862032895936,22.728791713897955,-1.37237516974974,28.29263370513916,21.98505619536271,0.2795700132846832,475751,1
21.454680018705034,22.584807485308417,-0.6352237438950148,28.60863973999024,25.7184908104627,4.305359840393066,403720,6
22.249337073628844,23.427345265196788,-1.2515441791664892,29.840156646728513,22.981104813234356,0.7529129981994629,355499,2
22.094938568361577,23.351852808558863,-1.1142364758476861,29.813055447578428,23.416180179849512,1.3443262577056885,272450,3
21.09559471422476,22.073395411089944,-0.7811489472193505,26.62443608570099,24.505884460522665,3.4392919540405273,259288,5
22.00003085690291,23.236299627972297,-0.9951643386956084,29.458339294433593,24.491778924128564,2.513667345046997,235530,4
