mae,rmse,r2,p90_abs_error,mean_y_true,mean_y_pred,n,trip_len_bucket
21.38722234337648,22.05404897314794,-6.66834512318982,26.3214132347107,20.15223844499215,-1.233016848564148,6773059,medium
21.16356842229138,21.49102819584708,-18.193957828890177,24.728715137481686,11.345692063242781,-9.817702293395996,5463453,short
21.318968957617138,23.27025218087131,-0.493776864936168,30.54566036224365,41.02483835903997,19.809711456298828,4037807,long
