column,missing_pct
hvfhs_license_num,0.0
request_datetime,1.735465684593632e-06
pickup_datetime,0.0
dropoff_datetime,0.0
PULocationID,0.0
DOLocationID,0.0
trip_miles,0.0
trip_time,0.0
base_passenger_fare,0.0
tolls,0.0
sales_tax,0.0
bcf,0.0
congestion_surcharge,0.0
airport_fee,21.03071678811118
tips,0.0
driver_pay,0.0
shared_request_flag,0.0
wav_request_flag,0.0
wav_match_flag,0.0
pickup_delay_sec,1.735465684593632e-06
fare_per_mile,0.0
