PULocationID,wet_minus_dry,zone_name
230,0.5062659851471389,Times Sq/Theatre District
12,0.5055924705557819,Battery Park
161,0.4939332502965872,Midtown Center
100,0.4804131873503481,Garment District
217,0.4751922087706255,South Williamsburg
163,0.4676308925495736,Midtown North
164,0.4617434263266045,Midtown South
113,0.44359676570654116,Greenwich Village North
170,0.4391609278019768,Murray Hill
43,0.424550674302151,Central Park
