DOLocationID,mean_fare,std_fare,trip_count
1,61.52935677601664,19.049106717882573,754123
2,32.81873440285205,20.206195063175997,561
3,17.13461511118771,12.282620514028181,371354
4,20.996500757002273,11.361848948098148,517832
5,21.475351918365405,19.13614731504841,42041
6,19.04940419546608,14.299810627627826,91003
7,18.780646632152312,11.71539793945175,1630819
8,19.09178327411861,12.176698735882882,7318
9,19.694565770947545,13.747166582500029,133524
10,18.505350886308978,13.464121451039617,538864
11,19.07460083714676,14.004820659170225,184436
12,23.593768213029644,11.093279259107623,23884
13,23.214923177063433,12.859927049933852,785052
14,20.420008733068403,14.833478189440441,942395
15,22.422275871410513,15.40112081355898,110740
16,20.108556126539355,14.499254006246396,304348
17,19.431675250143925,11.672433714015396,1599779
18,17.217745970665845,11.337152903433017,863294
19,23.25062880250977,15.86083319145524,110289
20,17.7079742782621,12.049695106281293,537522
21,18.116264863403252,13.897059378584645,440091
22,18.14532496235114,13.638615460132524,583683
23,20.415019070184055,15.23770167473869,276872
24,21.130304980296806,13.110230033463424,238540
25,22.790424902458295,12.800859323167876,861939
26,16.31504075454384,11.926695409854705,889226
27,34.63673703953064,23.500122922908787,20794
28,19.215574285185284,13.002435247956289,378070
29,18.456457948831748,14.705657198401788,369526
30,24.154460408339634,17.889419247001936,9257
31,24.835190604199937,17.493957451556145,100811
32,17.668699596841442,11.725932991678905,449699
33,23.865097651257198,12.832202026000695,782376
34,22.025876699693537,11.6678477410619,168045
35,17.666796309827532,11.720972654141187,1224875
36,20.03475977425184,11.868052535134664,1330332
37,20.430328039151306,12.03949130854204,2061949
38,20.77816513538181,15.72454185692712,164350
39,17.755555264033447,12.279418983492826,1421657
40,22.553320312197037,13.317000019037009,386807
41,19.484545140782238,12.536922191327612,1124183
42,19.033794400024586,12.17098959825779,1659543
43,21.466298054142637,12.678734783143872,381991
44,23.713152299410716,20.11051497081925,66691
45,21.86642789693781,12.164364823867215,363237
46,27.920283413386866,15.817290193748027,41847
47,16.87869618967377,10.671013404679508,634985
48,22.12954395380876,13.772205354626234,1462615
49,20.759560379109423,11.933702700782904,1016171
50,21.611319860933026,13.012498250802123,870372
51,18.78387094454283,12.134463688728966,667434
52,23.3274087180905,13.020338061172389,217020
53,20.794892969239143,12.021111334618034,244369
54,22.509964971712353,12.974116396327403,86787
55,22.96940378245104,17.440453030566292,491163
56,17.977260559547254,11.038377936920856,475849
57,17.899328783014543,11.528901941830997,37067
58,19.617679669812265,13.691514661144659,49911
59,17.83950934824393,11.077830167693907,28615
60,17.033910926802477,10.903905574969173,429714
61,19.29861023093736,11.927598203995002,2702118
62,19.696360291654408,12.302396329530248,686566
63,18.51599870756376,12.215169491892151,598869
64,24.31115559733611,17.496810356705954,88292
65,23.622063649765103,12.77059262536413,682422
66,23.666679040417527,12.291942569132782,524228
67,18.899768421199415,14.307005910987396,286857
68,21.822584017583836,13.164417942242386,1559614
69,17.834235164065053,10.943820409268028,921799
70,19.280013024174924,12.151887790537963,311728
71,17.89700745175288,12.111282806965473,855906
72,17.100445383697366,11.361325188452033,1027294
73,18.55980561653266,13.00056715531901,153974
74,18.390465190606573,11.015212456122217,1307851
75,20.69439891467642,12.486283715841092,1201485
76,17.577449633575938,11.73354014210945,2183945
77,18.047208476089956,12.04105163617654,615850
78,16.79785898183798,10.549394090270594,771390
79,20.18037489286693,11.31653158406856,2058188
80,20.26653894153712,11.570399182686163,1285260
81,17.873711272404215,13.198255460071927,463752
82,17.216846236288248,10.335706477961551,1202709
83,16.891432367213657,10.52773782558744,340227
84,22.20660907403852,19.934050471966525,62508
85,19.283549523047594,12.849808089499591,603729
86,24.082669147918658,19.52781860894584,288564
87,24.139251598900543,13.224839120210403,968478
88,25.20660948979648,12.98576017835752,362326
89,19.68097396766915,13.148314134111292,1509085
90,20.16749026294285,12.470343695013645,1004667
91,18.34324249626591,12.759951891945805,935301
92,19.6521731619932,13.064983980362646,765884
93,29.975275214649614,19.6712573233344,168414
94,17.15202312719707,10.973264225503048,397973
95,19.439318258647145,12.327115144029126,1076772
96,20.70965168282571,13.214697511756402,30633
97,21.115186829248234,11.75499320761218,1070068
98,20.0450312828928,12.61518847128186,152959
99,18.08602637736652,13.32352139074041,4701
100,22.509366261847255,13.792279519187513,818966
101,25.925330059353442,16.122978679898097,99573
102,18.05807017799294,11.064466511315244,412095
104,46.81999999999999,25.793713962901894,6
105,27.23759036144578,17.848968583329576,83
106,21.644997860849035,12.707902605942193,310871
107,19.926977113551832,11.770097646854586,1188083
108,18.605063521232875,14.637275013889456,250861
109,20.88889395383943,17.48679391988614,100692
110,15.535746835443037,14.630224786248196,395
111,19.980534420289853,12.885166920260072,8832
112,20.91977670625497,11.40010271835191,1324802
113,20.07844068539903,12.18655439692704,880188
114,20.177322300866237,11.472965184037239,926538
115,18.242619208617995,14.587356952907554,128661
116,20.19971756118993,12.766791919722095,810264
117,25.503220891813278,20.60053052804719,283288
118,19.78770297752236,14.200158809235385,186363
119,17.53677123663127,11.051554076183617,626088
120,20.319554108216433,12.655980534922767,19960
121,19.71546058853209,12.507901664989102,362699
122,19.271960421457987,13.911709637022657,186970
123,16.625671793575375,13.33492481146731,522147
124,19.2012984302533,14.167759565530245,224240
125,22.137828852675984,13.807482623828886,483560
126,17.66873888770012,10.321825205976724,616884
127,19.437459545605705,12.19876943229744,637508
128,19.489201152935788,11.884456806388544,52388
129,17.53973943665417,10.998012863472466,1226458
130,17.290495138840026,11.438741087270792,1208045
131,18.669751755459288,13.30313437093808,272151
132,46.92421427906373,23.58179947339515,2405816
133,19.665040652740615,13.119741533724143,348316
134,18.89500174342583,12.169420042565859,344150
135,19.81273681926503,12.860974573428221,267303
136,17.198356621098863,11.106830991023559,469703
137,20.27743816624959,11.487246752804344,1053753
138,35.426411924759364,15.336279677744928,2201470
139,18.80864995267192,14.60195064778056,271509
140,22.222928285648337,12.490881902220613,1091748
141,21.158679281161078,12.42889185911242,1036004
142,21.53638546512723,13.404324818120273,1061860
143,21.482673903254764,13.036245443055774,706226
144,21.294078763194236,12.108544116024063,1061638
145,21.094466306857022,11.68188585631635,1179142
146,20.982035589466022,12.496389860162813,443783
147,17.84135253198472,10.89163509270511,404959
148,21.800687731879734,11.86810470684098,1367088
149,16.942692271798755,13.165937430133305,385756
150,18.145234804539722,14.823512924990133,198250
151,21.241017749237262,13.070863840179026,506726
152,19.654458470666597,12.214312931516652,406857
153,16.6956691809875,10.856318914007945,160547
154,25.32713991863601,17.71423661625643,21877
155,19.469110765881517,12.996011810985593,580612
156,17.60393354010631,14.660203402247408,200542
157,17.52940623761429,10.227413621649095,439014
158,21.27024559346257,12.567683799341296,955115
159,17.40191966497789,10.394172383500102,853675
160,18.03893372795806,10.993679240735144,369296
161,21.59035762809264,13.10291434019212,1686221
162,21.596377504128316,12.798348964675442,1321967
163,22.26213606979204,14.22291415194778,1166666
164,21.124253822762693,12.776056861667037,1428548
165,18.00023683173177,13.430869836903083,537808
166,20.579813330377092,12.965813762464279,703596
167,17.214981059958273,10.799686374905646,701688
168,18.546185450099205,10.400560822739312,1116365
169,16.927243438315767,10.73546617837879,886434
170,19.975764165292432,11.750688368988962,1561475
171,18.149056196037165,13.120466928686733,301249
172,19.63103852749282,14.80045556165218,98553
173,16.936698623623304,10.880701619445164,389065
174,18.243170620082836,11.882171806498143,745094
175,22.704386680966852,15.185023102751392,100698
176,22.103062256660813,17.83516348720534,52396
177,18.45731830322238,11.69750571245546,860761
178,16.752970685508945,13.228166197874875,181719
179,19.266804627071824,11.975519996986591,579200
180,17.70499673685295,12.602181772340474,262017
181,21.885605905405306,13.120282889242702,1541503
182,18.353039728650568,11.872978337779868,429262
183,18.411397113338534,12.190177256777229,207714
184,19.509793743554486,13.946711227694818,46544
185,17.987678919538535,12.015264547408194,556577
186,20.857543482801603,12.209263420837681,1484150
187,17.34359951085857,14.265422441525528,108762
188,19.47355742343564,12.388251347456087,1501286
189,21.499181295975582,12.44258041367617,583190
190,22.467229521173778,12.71600353171184,162961
191,20.03015752612214,14.512522782172299,397077
192,19.11480974787027,11.749773860617742,186174
193,19.32884545411536,12.591378579607467,232507
194,26.16614252937711,13.494807981109986,64506
195,23.285955578450157,12.93960565642504,331956
196,18.525283801369447,11.15862728836058,411115
197,17.677795530651647,12.046832976210084,703861
198,19.508218315244864,11.612373571887783,1080062
199,36.027142857142856,21.02023446926454,7
200,23.39819545342781,15.9533841197302,268422
201,27.204700620072092,21.412242504332106,114019
202,24.78217611686826,12.874345851422818,115412
203,20.600938883199387,14.903542906066479,230444
204,23.189747927725335,21.523279138686174,38243
205,18.059250276692925,13.836319192198076,676743
206,17.54124408799421,14.247425388257883,356478
207,16.84096951570656,10.577603355121028,53831
208,18.599800720627883,12.086759308679234,551186
209,23.83645207078573,13.698996656710989,333231
210,17.717639415903186,14.055640522412059,545526
211,21.48383805696209,12.629307375385766,1005230
212,16.84736428152358,10.547060235371843,478951
213,17.274998506010196,10.459967158619126,963862
214,19.971399048002745,14.435236005334053,134034
215,17.319080502015645,12.845765205087893,516956
216,17.456562996814814,12.571398552476557,897593
217,16.27809136836806,11.186169781643315,278105
218,18.821172836097457,13.684226881781349,325962
219,20.114185604715576,13.778647045609143,281620
220,18.552185928374616,12.609399975964589,552374
221,18.531758769914216,14.925448015663306,208896
222,18.885030915141726,12.987071464395447,224162
223,19.219674223131243,12.312554068767538,829709
224,20.30373085614803,11.603531048760276,265947
225,19.939550199448718,12.042240468116685,1630745
226,19.13058571313543,11.002028199175161,1043224
227,19.24055604689501,13.729892114695895,424011
228,21.269712483915125,13.989015536996577,877377
229,20.649225997802752,12.1309299889907,882013
230,23.56339746264726,14.892865028171803,1507319
231,22.765692458377774,13.60774314163073,1619267
232,21.632133003589214,11.553862992838637,784851
233,20.351555681918185,12.034029807241623,886338
234,20.072761834254845,11.86523850314688,1669539
235,17.338663341405198,10.879794451976364,808157
236,21.678119864330377,13.349361962499575,1284886
237,21.31898981912697,13.151467876175087,1395067
238,21.738222805503565,13.353894878280704,864458
239,21.63731142909893,13.245033850938444,1007446
240,19.16417571414548,13.186356574012711,101870
241,17.60455488516933,11.98860430845295,667940
242,17.279754878588943,10.927497337747647,708914
243,20.28087355451527,12.760242321077131,940342
244,20.91225276099056,12.554248024618126,1427839
245,18.302272687941297,15.339758056390906,115568
246,21.43771318569652,12.350971483926614,1565689
247,17.021584762484704,10.528975160942874,853945
248,16.938457319820067,10.603365343347436,459499
249,19.799051682288745,11.689106202485856,1456379
250,17.279807640235017,10.934857863959033,465326
251,17.02364585031795,13.594398774308482,116527
252,20.567196116959064,13.35447805100062,213750
253,20.876366541353384,14.658652382887992,10640
254,18.198088694290764,12.899493753565487,794572
255,22.519054568980756,12.033439453695452,1499295
256,20.903449868722287,11.570557550354739,1332671
257,21.537118164676304,13.63176159132453,260924
258,19.196444485099065,12.448343185920274,546610
259,19.612595155170997,13.996485398915164,449923
260,16.70948642010291,10.386207646451785,734063
261,25.418354378172587,14.125922668994779,567360
262,22.36934241167154,12.829710324899162,563833
263,21.833389649042253,12.654056942873533,899453
264,38.98035087719298,21.704499036976532,57
265,50.227489718871766,29.810337920401867,6216487
