PULocationID,mean_fare,std_fare,trip_count
236,23.48147311827957,16.87246562130176,1254570
237,23.425396832205788,17.766945770969084,1375405
238,22.95771812193744,15.895003785191957,948552
239,23.17369314328236,16.33340347591045,1092549
240,19.30270797282282,13.074086744748465,109798
241,18.299230859565043,12.446695599202275,715292
242,17.544745698286476,11.464127247394487,726106
243,20.91222123087128,13.546138795843875,982946
244,21.42205822381588,13.879663048600225,1434018
245,18.47427123002311,15.317612878681237,122892
246,23.493382992883195,16.298919521050102,1589758
247,18.597279084573533,13.42399712040451,878017
248,17.71375440070934,11.556949030920908,497363
249,23.305276429830997,16.3586921926432,1681982
250,17.82648462948307,11.90300280029977,480140
251,17.442195150863775,13.835173676804212,126538
252,20.920023678963112,13.719190961623593,216648
253,34.723710316212994,25.827278126268286,15907
254,18.728223841745695,13.460747077901015,920847
255,24.39928903626173,14.837679457785633,1572429
256,22.818443540679326,14.127660042524486,1414576
257,21.43141988429103,14.28995786304594,246999
258,19.39125108396009,12.632939606194258,592734
259,19.354578178255387,13.963813132903345,575646
260,17.613218005049948,11.836467722853007,725552
261,28.71296038648344,18.503228453162976,579171
262,22.357118016052308,14.941971692281278,674171
263,23.006064563746484,15.49915813252873,947064
264,39.371428571428574,21.69733351263333,56
265,22.366258908359185,19.242431963360012,11927
